Covid,Electricity,Season,State,Time,WeekTime,Value
Yes,Electricity Demand,Spring,Victoria,14:30:00,Weekend,3474.501667
Yes,Regional Reference Price,Spring,Victoria,14:30:00,Weekend,14.43277778
Yes,Electricity Demand,Spring,Victoria,15:00:00,Weekend,3554.277222
Yes,Regional Reference Price,Spring,Victoria,15:00:00,Weekend,18.14222222
Yes,Electricity Demand,Spring,Victoria,15:30:00,Weekend,3672.57
Yes,Regional Reference Price,Spring,Victoria,15:30:00,Weekend,20.31111111
Yes,Electricity Demand,Spring,Victoria,16:00:00,Weekend,3846.085
Yes,Regional Reference Price,Spring,Victoria,16:00:00,Weekend,27.82388889
Yes,Electricity Demand,Spring,Victoria,16:30:00,Weekend,4061.346667
Yes,Regional Reference Price,Spring,Victoria,16:30:00,Weekend,32.24166667
Yes,Electricity Demand,Spring,Victoria,17:00:00,Weekend,4346.927778
Yes,Regional Reference Price,Spring,Victoria,17:00:00,Weekend,40.95944444
Yes,Electricity Demand,Spring,Victoria,17:30:00,Weekend,4620.240556
Yes,Regional Reference Price,Spring,Victoria,17:30:00,Weekend,49.79722222
Yes,Electricity Demand,Spring,Victoria,18:00:00,Weekend,4854.858333
Yes,Regional Reference Price,Spring,Victoria,18:00:00,Weekend,63.86055556
Yes,Electricity Demand,Spring,Victoria,18:30:00,Weekend,5021.299444
Yes,Regional Reference Price,Spring,Victoria,18:30:00,Weekend,78.01833333
Yes,Electricity Demand,Spring,Victoria,19:00:00,Weekend,5110.482778
Yes,Regional Reference Price,Spring,Victoria,19:00:00,Weekend,85.20777778
Yes,Electricity Demand,Spring,Victoria,19:30:00,Weekend,5083.971111
Yes,Regional Reference Price,Spring,Victoria,19:30:00,Weekend,66.72222222
Yes,Electricity Demand,Spring,Victoria,20:00:00,Weekend,4963.24
Yes,Regional Reference Price,Spring,Victoria,20:00:00,Weekend,49.02777778
Yes,Electricity Demand,Spring,Victoria,20:30:00,Weekend,4831.355556
Yes,Regional Reference Price,Spring,Victoria,20:30:00,Weekend,47.945
Yes,Electricity Demand,Spring,Victoria,21:00:00,Weekend,4690.566111
Yes,Regional Reference Price,Spring,Victoria,21:00:00,Weekend,45.28444444
Yes,Electricity Demand,Spring,Victoria,21:30:00,Weekend,4580.951111
Yes,Regional Reference Price,Spring,Victoria,21:30:00,Weekend,41.11111111
Yes,Electricity Demand,Spring,Victoria,22:00:00,Weekend,4457.423333
Yes,Regional Reference Price,Spring,Victoria,22:00:00,Weekend,40.24722222
Yes,Electricity Demand,Spring,Victoria,22:30:00,Weekend,4333.466667
Yes,Regional Reference Price,Spring,Victoria,22:30:00,Weekend,39.97222222
Yes,Electricity Demand,Spring,Victoria,23:00:00,Weekend,4265.785556
Yes,Regional Reference Price,Spring,Victoria,23:00:00,Weekend,37.05055556
Yes,Electricity Demand,Spring,Victoria,23:30:00,Weekend,4436.490556
Yes,Regional Reference Price,Spring,Victoria,23:30:00,Weekend,42.34555556
No,Electricity Demand,Summer,New South Wales,00:00:00,Weekday,7389.249195
No,Regional Reference Price,Summer,New South Wales,00:00:00,Weekday,58.05791946
No,Electricity Demand,Summer,New South Wales,00:30:00,Weekday,7195.079498
No,Regional Reference Price,Summer,New South Wales,00:30:00,Weekday,56.6077592
No,Electricity Demand,Summer,New South Wales,01:00:00,Weekday,6991.646087
No,Regional Reference Price,Summer,New South Wales,01:00:00,Weekday,54.73244147
No,Electricity Demand,Summer,New South Wales,01:30:00,Weekday,6705.898729
No,Regional Reference Price,Summer,New South Wales,01:30:00,Weekday,52.37117057
No,Electricity Demand,Summer,New South Wales,02:00:00,Weekday,6508.010268
No,Regional Reference Price,Summer,New South Wales,02:00:00,Weekday,52.23665552
No,Electricity Demand,Summer,New South Wales,02:30:00,Weekday,6384.258361
No,Regional Reference Price,Summer,New South Wales,02:30:00,Weekday,52.45113712
No,Electricity Demand,Summer,New South Wales,03:00:00,Weekday,6328.290167
No,Regional Reference Price,Summer,New South Wales,03:00:00,Weekday,51.71882943
No,Electricity Demand,Summer,New South Wales,03:30:00,Weekday,6331.149331
No,Regional Reference Price,Summer,New South Wales,03:30:00,Weekday,52.3338796
No,Electricity Demand,Summer,New South Wales,04:00:00,Weekday,6383.966254
No,Regional Reference Price,Summer,New South Wales,04:00:00,Weekday,52.96896321
No,Electricity Demand,Summer,New South Wales,04:30:00,Weekday,6571.575318
No,Regional Reference Price,Summer,New South Wales,04:30:00,Weekday,55.7338796
No,Electricity Demand,Summer,New South Wales,05:00:00,Weekday,6758.108161
No,Regional Reference Price,Summer,New South Wales,05:00:00,Weekday,56.41324415
No,Electricity Demand,Summer,New South Wales,05:30:00,Weekday,7175.980669
No,Regional Reference Price,Summer,New South Wales,05:30:00,Weekday,62.49488294
No,Electricity Demand,Summer,New South Wales,06:00:00,Weekday,7534.126254
No,Regional Reference Price,Summer,New South Wales,06:00:00,Weekday,63.81
No,Electricity Demand,Summer,New South Wales,06:30:00,Weekday,7887.761538
No,Regional Reference Price,Summer,New South Wales,06:30:00,Weekday,70.29759197
No,Electricity Demand,Summer,New South Wales,07:00:00,Weekday,8184.092074
No,Regional Reference Price,Summer,New South Wales,07:00:00,Weekday,78.05561873
No,Electricity Demand,Summer,New South Wales,07:30:00,Weekday,8382.539967
No,Regional Reference Price,Summer,New South Wales,07:30:00,Weekday,67.12595318
No,Electricity Demand,Summer,New South Wales,08:00:00,Weekday,8499.722642
No,Regional Reference Price,Summer,New South Wales,08:00:00,Weekday,68.39364549
No,Electricity Demand,Summer,New South Wales,08:30:00,Weekday,8652.535585
No,Regional Reference Price,Summer,New South Wales,08:30:00,Weekday,73.46996656
No,Electricity Demand,Summer,New South Wales,09:00:00,Weekday,8729.107458
No,Regional Reference Price,Summer,New South Wales,09:00:00,Weekday,74.09665552
No,Electricity Demand,Summer,New South Wales,09:30:00,Weekday,8808.092007
No,Regional Reference Price,Summer,New South Wales,09:30:00,Weekday,76.4673913
No,Electricity Demand,Summer,New South Wales,10:00:00,Weekday,8881.820234
No,Regional Reference Price,Summer,New South Wales,10:00:00,Weekday,77.13311037
No,Electricity Demand,Summer,New South Wales,10:30:00,Weekday,8931.250067
No,Regional Reference Price,Summer,New South Wales,10:30:00,Weekday,78.87448161
No,Electricity Demand,Summer,New South Wales,11:00:00,Weekday,8997.314615
No,Regional Reference Price,Summer,New South Wales,11:00:00,Weekday,81.44093646
No,Electricity Demand,Summer,New South Wales,11:30:00,Weekday,9046.107425
No,Regional Reference Price,Summer,New South Wales,11:30:00,Weekday,80.50180602
No,Electricity Demand,Summer,New South Wales,12:00:00,Weekday,9124.279264
No,Regional Reference Price,Summer,New South Wales,12:00:00,Weekday,82.62170569
No,Electricity Demand,Summer,New South Wales,12:30:00,Weekday,9213.813846
No,Regional Reference Price,Summer,New South Wales,12:30:00,Weekday,84.90003345
No,Electricity Demand,Summer,New South Wales,13:00:00,Weekday,9308.372542
No,Regional Reference Price,Summer,New South Wales,13:00:00,Weekday,88.51197324
No,Electricity Demand,Summer,New South Wales,13:30:00,Weekday,9399.165017
No,Regional Reference Price,Summer,New South Wales,13:30:00,Weekday,93.24993311
No,Electricity Demand,Summer,New South Wales,14:00:00,Weekday,9483.341204
No,Regional Reference Price,Summer,New South Wales,14:00:00,Weekday,109.3250502
No,Electricity Demand,Summer,New South Wales,14:30:00,Weekday,9565.545518
No,Regional Reference Price,Summer,New South Wales,14:30:00,Weekday,106.9978595
No,Electricity Demand,Summer,New South Wales,15:00:00,Weekday,9708.212843
No,Regional Reference Price,Summer,New South Wales,15:00:00,Weekday,120.3643478
No,Electricity Demand,Summer,New South Wales,15:30:00,Weekday,9824.301538
No,Regional Reference Price,Summer,New South Wales,15:30:00,Weekday,152.9344147
No,Electricity Demand,Summer,New South Wales,16:00:00,Weekday,9930.68097
No,Regional Reference Price,Summer,New South Wales,16:00:00,Weekday,140.213612
No,Electricity Demand,Summer,New South Wales,16:30:00,Weekday,9958.390502
No,Regional Reference Price,Summer,New South Wales,16:30:00,Weekday,199.9345485
No,Electricity Demand,Summer,New South Wales,17:00:00,Weekday,9976.812475
No,Regional Reference Price,Summer,New South Wales,17:00:00,Weekday,243.2348829
No,Electricity Demand,Summer,New South Wales,17:30:00,Weekday,9808.410301
No,Regional Reference Price,Summer,New South Wales,17:30:00,Weekday,166.7882943
No,Electricity Demand,Summer,New South Wales,18:00:00,Weekday,9722.565418
No,Regional Reference Price,Summer,New South Wales,18:00:00,Weekday,180.8336789
No,Electricity Demand,Summer,New South Wales,18:30:00,Weekday,9520.54806
No,Regional Reference Price,Summer,New South Wales,18:30:00,Weekday,122.8846154
No,Electricity Demand,Summer,New South Wales,19:00:00,Weekday,9360.01097
No,Regional Reference Price,Summer,New South Wales,19:00:00,Weekday,104.0365552
No,Electricity Demand,Summer,New South Wales,19:30:00,Weekday,9286.026689
No,Regional Reference Price,Summer,New South Wales,19:30:00,Weekday,86.31351171
No,Electricity Demand,Summer,New South Wales,20:00:00,Weekday,9179.768562
No,Regional Reference Price,Summer,New South Wales,20:00:00,Weekday,83.5490301
No,Electricity Demand,Summer,New South Wales,20:30:00,Weekday,8948.010502
No,Regional Reference Price,Summer,New South Wales,20:30:00,Weekday,76.61036789
No,Electricity Demand,Summer,New South Wales,21:00:00,Weekday,8648.640903
No,Regional Reference Price,Summer,New South Wales,21:00:00,Weekday,68.4773913
No,Electricity Demand,Summer,New South Wales,21:30:00,Weekday,8500.768696
No,Regional Reference Price,Summer,New South Wales,21:30:00,Weekday,66.5116388
No,Electricity Demand,Summer,New South Wales,22:00:00,Weekday,8246.416957
No,Regional Reference Price,Summer,New South Wales,22:00:00,Weekday,59.87943144
No,Electricity Demand,Summer,New South Wales,22:30:00,Weekday,8122.771672
No,Regional Reference Price,Summer,New South Wales,22:30:00,Weekday,70.88655518
No,Electricity Demand,Summer,New South Wales,23:00:00,Weekday,7906.855853
No,Regional Reference Price,Summer,New South Wales,23:00:00,Weekday,64.95839465
No,Electricity Demand,Summer,New South Wales,23:30:00,Weekday,7681.866087
No,Regional Reference Price,Summer,New South Wales,23:30:00,Weekday,61.51545151
No,Electricity Demand,Summer,New South Wales,00:00:00,Weekend,7397.132213
No,Regional Reference Price,Summer,New South Wales,00:00:00,Weekend,58.97442623
No,Electricity Demand,Summer,New South Wales,00:30:00,Weekend,7187.410902
No,Regional Reference Price,Summer,New South Wales,00:30:00,Weekend,56.93073771
No,Electricity Demand,Summer,New South Wales,01:00:00,Weekend,6968.370738
No,Regional Reference Price,Summer,New South Wales,01:00:00,Weekend,54.58237705
No,Electricity Demand,Summer,New South Wales,01:30:00,Weekend,6674.476803
No,Regional Reference Price,Summer,New South Wales,01:30:00,Weekend,51.63901639
No,Electricity Demand,Summer,New South Wales,02:00:00,Weekend,6467.818361
No,Regional Reference Price,Summer,New South Wales,02:00:00,Weekend,51.25032787
No,Electricity Demand,Summer,New South Wales,02:30:00,Weekend,6328.006066
No,Regional Reference Price,Summer,New South Wales,02:30:00,Weekend,51.97581967
No,Electricity Demand,Summer,New South Wales,03:00:00,Weekend,6251.408607
No,Regional Reference Price,Summer,New South Wales,03:00:00,Weekend,51.2997541
No,Electricity Demand,Summer,New South Wales,03:30:00,Weekend,6211.019262
No,Regional Reference Price,Summer,New South Wales,03:30:00,Weekend,50.79811475
No,Electricity Demand,Summer,New South Wales,04:00:00,Weekend,6201.266721
No,Regional Reference Price,Summer,New South Wales,04:00:00,Weekend,50.10327869
No,Electricity Demand,Summer,New South Wales,04:30:00,Weekend,6246.863033
No,Regional Reference Price,Summer,New South Wales,04:30:00,Weekend,51.47631148
No,Electricity Demand,Summer,New South Wales,05:00:00,Weekend,6275.131148
No,Regional Reference Price,Summer,New South Wales,05:00:00,Weekend,49.67172131
No,Electricity Demand,Summer,New South Wales,05:30:00,Weekend,6395.129918
No,Regional Reference Price,Summer,New South Wales,05:30:00,Weekend,50.41598361
No,Electricity Demand,Summer,New South Wales,06:00:00,Weekend,6499.201475
No,Regional Reference Price,Summer,New South Wales,06:00:00,Weekend,48.68401639
No,Electricity Demand,Summer,New South Wales,06:30:00,Weekend,6707.481967
No,Regional Reference Price,Summer,New South Wales,06:30:00,Weekend,50.67180328
No,Electricity Demand,Summer,New South Wales,07:00:00,Weekend,6943.14877
No,Regional Reference Price,Summer,New South Wales,07:00:00,Weekend,52.31377049
No,Electricity Demand,Summer,New South Wales,07:30:00,Weekend,7200.824836
No,Regional Reference Price,Summer,New South Wales,07:30:00,Weekend,53.48377049
No,Electricity Demand,Summer,New South Wales,08:00:00,Weekend,7416.32582
No,Regional Reference Price,Summer,New South Wales,08:00:00,Weekend,54.67344262
No,Electricity Demand,Summer,New South Wales,08:30:00,Weekend,7643.070164
No,Regional Reference Price,Summer,New South Wales,08:30:00,Weekend,58.32336066
No,Electricity Demand,Summer,New South Wales,09:00:00,Weekend,7750.502459
No,Regional Reference Price,Summer,New South Wales,09:00:00,Weekend,58.91942623
No,Electricity Demand,Summer,New South Wales,09:30:00,Weekend,7872.205246
No,Regional Reference Price,Summer,New South Wales,09:30:00,Weekend,63.07098361
No,Electricity Demand,Summer,New South Wales,10:00:00,Weekend,7919.534836
No,Regional Reference Price,Summer,New South Wales,10:00:00,Weekend,61.42991803
No,Electricity Demand,Summer,New South Wales,10:30:00,Weekend,7995.527049
No,Regional Reference Price,Summer,New South Wales,10:30:00,Weekend,64.04852459
No,Electricity Demand,Summer,New South Wales,11:00:00,Weekend,8061.734672
No,Regional Reference Price,Summer,New South Wales,11:00:00,Weekend,64.12819672
No,Electricity Demand,Summer,New South Wales,11:30:00,Weekend,8107.383361
No,Regional Reference Price,Summer,New South Wales,11:30:00,Weekend,63.68204918
No,Electricity Demand,Summer,New South Wales,12:00:00,Weekend,8182.109426
No,Regional Reference Price,Summer,New South Wales,12:00:00,Weekend,67.64139344
No,Electricity Demand,Summer,New South Wales,12:30:00,Weekend,8252.812951
No,Regional Reference Price,Summer,New South Wales,12:30:00,Weekend,68.70016393
No,Electricity Demand,Summer,New South Wales,13:00:00,Weekend,8324.543934
No,Regional Reference Price,Summer,New South Wales,13:00:00,Weekend,70.06639344
No,Electricity Demand,Summer,New South Wales,13:30:00,Weekend,8395.251311
No,Regional Reference Price,Summer,New South Wales,13:30:00,Weekend,70.88754098
No,Electricity Demand,Summer,New South Wales,14:00:00,Weekend,8480.117213
No,Regional Reference Price,Summer,New South Wales,14:00:00,Weekend,71.76770492
No,Electricity Demand,Summer,New South Wales,14:30:00,Weekend,8568.911475
No,Regional Reference Price,Summer,New South Wales,14:30:00,Weekend,73.36081967
No,Electricity Demand,Summer,New South Wales,15:00:00,Weekend,8682.484262
No,Regional Reference Price,Summer,New South Wales,15:00:00,Weekend,75.22418033
No,Electricity Demand,Summer,New South Wales,15:30:00,Weekend,8774.711311
No,Regional Reference Price,Summer,New South Wales,15:30:00,Weekend,73.86385246
No,Electricity Demand,Summer,New South Wales,16:00:00,Weekend,8874.05377
No,Regional Reference Price,Summer,New South Wales,16:00:00,Weekend,162.497459
No,Electricity Demand,Summer,New South Wales,16:30:00,Weekend,8905.130492
No,Regional Reference Price,Summer,New South Wales,16:30:00,Weekend,197.544918
No,Electricity Demand,Summer,New South Wales,17:00:00,Weekend,9000.07123
No,Regional Reference Price,Summer,New South Wales,17:00:00,Weekend,226.6238525
No,Electricity Demand,Summer,New South Wales,17:30:00,Weekend,8996.868279
No,Regional Reference Price,Summer,New South Wales,17:30:00,Weekend,206.3290164
No,Electricity Demand,Summer,New South Wales,18:00:00,Weekend,8961.122213
No,Regional Reference Price,Summer,New South Wales,18:00:00,Weekend,126.3006557
No,Electricity Demand,Summer,New South Wales,18:30:00,Weekend,8836.362869
No,Regional Reference Price,Summer,New South Wales,18:30:00,Weekend,79.15065574
No,Electricity Demand,Summer,New South Wales,19:00:00,Weekend,8707.200902
No,Regional Reference Price,Summer,New South Wales,19:00:00,Weekend,83.82721312
No,Electricity Demand,Summer,New South Wales,19:30:00,Weekend,8676.317131
No,Regional Reference Price,Summer,New South Wales,19:30:00,Weekend,84.55377049
No,Electricity Demand,Summer,New South Wales,20:00:00,Weekend,8624.422131
No,Regional Reference Price,Summer,New South Wales,20:00:00,Weekend,82.76778689
No,Electricity Demand,Summer,New South Wales,20:30:00,Weekend,8452.093361
No,Regional Reference Price,Summer,New South Wales,20:30:00,Weekend,74.68893443
No,Electricity Demand,Summer,New South Wales,21:00:00,Weekend,8235.756803
No,Regional Reference Price,Summer,New South Wales,21:00:00,Weekend,67.49762295
No,Electricity Demand,Summer,New South Wales,21:30:00,Weekend,8063.082049
No,Regional Reference Price,Summer,New South Wales,21:30:00,Weekend,63.85163934
No,Electricity Demand,Summer,New South Wales,22:00:00,Weekend,7862.403279
No,Regional Reference Price,Summer,New South Wales,22:00:00,Weekend,59.06680328
No,Electricity Demand,Summer,New South Wales,22:30:00,Weekend,7740.743279
No,Regional Reference Price,Summer,New South Wales,22:30:00,Weekend,63.80196721
No,Electricity Demand,Summer,New South Wales,23:00:00,Weekend,7486.871557
No,Regional Reference Price,Summer,New South Wales,23:00:00,Weekend,61.81016393
No,Electricity Demand,Summer,New South Wales,23:30:00,Weekend,7256.80918
No,Regional Reference Price,Summer,New South Wales,23:30:00,Weekend,58.86295082
No,Electricity Demand,Summer,Queensland,00:00:00,Weekday,6178.496174
No,Regional Reference Price,Summer,Queensland,00:00:00,Weekday,57.00080537
No,Electricity Demand,Summer,Queensland,00:30:00,Weekday,6010.252207
No,Regional Reference Price,Summer,Queensland,00:30:00,Weekday,55.72618729
No,Electricity Demand,Summer,Queensland,01:00:00,Weekday,5878.986656
No,Regional Reference Price,Summer,Queensland,01:00:00,Weekday,60.47020067
No,Electricity Demand,Summer,Queensland,01:30:00,Weekday,5768.006388
No,Regional Reference Price,Summer,Queensland,01:30:00,Weekday,50.34879599
No,Electricity Demand,Summer,Queensland,02:00:00,Weekday,5695.93
No,Regional Reference Price,Summer,Queensland,02:00:00,Weekday,51.98177258
No,Electricity Demand,Summer,Queensland,02:30:00,Weekday,5665.820769
No,Regional Reference Price,Summer,Queensland,02:30:00,Weekday,50.17147157
No,Electricity Demand,Summer,Queensland,03:00:00,Weekday,5637.557023
No,Regional Reference Price,Summer,Queensland,03:00:00,Weekday,49.16735786
No,Electricity Demand,Summer,Queensland,03:30:00,Weekday,5621.146221
No,Regional Reference Price,Summer,Queensland,03:30:00,Weekday,49.53715719
No,Electricity Demand,Summer,Queensland,04:00:00,Weekday,5609.03495
No,Regional Reference Price,Summer,Queensland,04:00:00,Weekday,50.72859532
No,Electricity Demand,Summer,Queensland,04:30:00,Weekday,5650.776923
No,Regional Reference Price,Summer,Queensland,04:30:00,Weekday,52.68926421
No,Electricity Demand,Summer,Queensland,05:00:00,Weekday,5702.27495
No,Regional Reference Price,Summer,Queensland,05:00:00,Weekday,53.59742475
No,Electricity Demand,Summer,Queensland,05:30:00,Weekday,5828.38107
No,Regional Reference Price,Summer,Queensland,05:30:00,Weekday,59.40842809
No,Electricity Demand,Summer,Queensland,06:00:00,Weekday,5952.020635
No,Regional Reference Price,Summer,Queensland,06:00:00,Weekday,61.32354515
No,Electricity Demand,Summer,Queensland,06:30:00,Weekday,6216.12204
No,Regional Reference Price,Summer,Queensland,06:30:00,Weekday,76.87327759
No,Electricity Demand,Summer,Queensland,07:00:00,Weekday,6444.610134
No,Regional Reference Price,Summer,Queensland,07:00:00,Weekday,112.6886622
No,Electricity Demand,Summer,Queensland,07:30:00,Weekday,6691.313779
No,Regional Reference Price,Summer,Queensland,07:30:00,Weekday,64.67200669
No,Electricity Demand,Summer,Queensland,08:00:00,Weekday,6773.637124
No,Regional Reference Price,Summer,Queensland,08:00:00,Weekday,68.03605351
No,Electricity Demand,Summer,Queensland,08:30:00,Weekday,6841.685619
No,Regional Reference Price,Summer,Queensland,08:30:00,Weekday,73.62528428
No,Electricity Demand,Summer,Queensland,09:00:00,Weekday,6881.166288
No,Regional Reference Price,Summer,Queensland,09:00:00,Weekday,78.15645485
No,Electricity Demand,Summer,Queensland,09:30:00,Weekday,6911.77786
No,Regional Reference Price,Summer,Queensland,09:30:00,Weekday,76.79826087
No,Electricity Demand,Summer,Queensland,10:00:00,Weekday,6920.882676
No,Regional Reference Price,Summer,Queensland,10:00:00,Weekday,75.73913044
No,Electricity Demand,Summer,Queensland,10:30:00,Weekday,6949.263645
No,Regional Reference Price,Summer,Queensland,10:30:00,Weekday,75.77769231
No,Electricity Demand,Summer,Queensland,11:00:00,Weekday,6984.18592
No,Regional Reference Price,Summer,Queensland,11:00:00,Weekday,95.55862876
No,Electricity Demand,Summer,Queensland,11:30:00,Weekday,7014.250167
No,Regional Reference Price,Summer,Queensland,11:30:00,Weekday,78.3645485
No,Electricity Demand,Summer,Queensland,12:00:00,Weekday,7072.919933
No,Regional Reference Price,Summer,Queensland,12:00:00,Weekday,90.93618729
No,Electricity Demand,Summer,Queensland,12:30:00,Weekday,7130.946656
No,Regional Reference Price,Summer,Queensland,12:30:00,Weekday,83.0132107
No,Electricity Demand,Summer,Queensland,13:00:00,Weekday,7202.91291
No,Regional Reference Price,Summer,Queensland,13:00:00,Weekday,101.626689
No,Electricity Demand,Summer,Queensland,13:30:00,Weekday,7285.703278
No,Regional Reference Price,Summer,Queensland,13:30:00,Weekday,103.1892977
No,Electricity Demand,Summer,Queensland,14:00:00,Weekday,7383.351572
No,Regional Reference Price,Summer,Queensland,14:00:00,Weekday,110.6934783
No,Electricity Demand,Summer,Queensland,14:30:00,Weekday,7480.666321
No,Regional Reference Price,Summer,Queensland,14:30:00,Weekday,110.8986622
No,Electricity Demand,Summer,Queensland,15:00:00,Weekday,7572.266321
No,Regional Reference Price,Summer,Queensland,15:00:00,Weekday,109.3846488
No,Electricity Demand,Summer,Queensland,15:30:00,Weekday,7676.081739
No,Regional Reference Price,Summer,Queensland,15:30:00,Weekday,135.5906689
No,Electricity Demand,Summer,Queensland,16:00:00,Weekday,7816.923311
No,Regional Reference Price,Summer,Queensland,16:00:00,Weekday,178.599097
No,Electricity Demand,Summer,Queensland,16:30:00,Weekday,7934.955217
No,Regional Reference Price,Summer,Queensland,16:30:00,Weekday,253.6594983
No,Electricity Demand,Summer,Queensland,17:00:00,Weekday,8044.418863
No,Regional Reference Price,Summer,Queensland,17:00:00,Weekday,332.3401003
No,Electricity Demand,Summer,Queensland,17:30:00,Weekday,8049.976254
No,Regional Reference Price,Summer,Queensland,17:30:00,Weekday,218.9589632
No,Electricity Demand,Summer,Queensland,18:00:00,Weekday,8010.232408
No,Regional Reference Price,Summer,Queensland,18:00:00,Weekday,119.1620067
No,Electricity Demand,Summer,Queensland,18:30:00,Weekday,7948.504114
No,Regional Reference Price,Summer,Queensland,18:30:00,Weekday,122.648796
No,Electricity Demand,Summer,Queensland,19:00:00,Weekday,8030.764816
No,Regional Reference Price,Summer,Queensland,19:00:00,Weekday,163.4952843
No,Electricity Demand,Summer,Queensland,19:30:00,Weekday,8023.81097
No,Regional Reference Price,Summer,Queensland,19:30:00,Weekday,136.9245151
No,Electricity Demand,Summer,Queensland,20:00:00,Weekday,7945.765251
No,Regional Reference Price,Summer,Queensland,20:00:00,Weekday,106.6277926
No,Electricity Demand,Summer,Queensland,20:30:00,Weekday,7784.541204
No,Regional Reference Price,Summer,Queensland,20:30:00,Weekday,97.95675585
No,Electricity Demand,Summer,Queensland,21:00:00,Weekday,7548.95311
No,Regional Reference Price,Summer,Queensland,21:00:00,Weekday,72.92638796
No,Electricity Demand,Summer,Queensland,21:30:00,Weekday,7349.612207
No,Regional Reference Price,Summer,Queensland,21:30:00,Weekday,68.79658863
No,Electricity Demand,Summer,Queensland,22:00:00,Weekday,7100.048361
No,Regional Reference Price,Summer,Queensland,22:00:00,Weekday,60.3877592
No,Electricity Demand,Summer,Queensland,22:30:00,Weekday,6899.467124
No,Regional Reference Price,Summer,Queensland,22:30:00,Weekday,75.89842809
No,Electricity Demand,Summer,Queensland,23:00:00,Weekday,6746.580602
No,Regional Reference Price,Summer,Queensland,23:00:00,Weekday,88.21779264
No,Electricity Demand,Summer,Queensland,23:30:00,Weekday,6499.901304
No,Regional Reference Price,Summer,Queensland,23:30:00,Weekday,67.18421405
No,Electricity Demand,Summer,Queensland,00:00:00,Weekend,6205.560328
No,Regional Reference Price,Summer,Queensland,00:00:00,Weekend,58.22959016
No,Electricity Demand,Summer,Queensland,00:30:00,Weekend,6035.123279
No,Regional Reference Price,Summer,Queensland,00:30:00,Weekend,59.18229508
No,Electricity Demand,Summer,Queensland,01:00:00,Weekend,5900.357951
No,Regional Reference Price,Summer,Queensland,01:00:00,Weekend,51.2902459
No,Electricity Demand,Summer,Queensland,01:30:00,Weekend,5782.343443
No,Regional Reference Price,Summer,Queensland,01:30:00,Weekend,48.76155738
No,Electricity Demand,Summer,Queensland,02:00:00,Weekend,5700.88123
No,Regional Reference Price,Summer,Queensland,02:00:00,Weekend,49.58729508
No,Electricity Demand,Summer,Queensland,02:30:00,Weekend,5656.872377
No,Regional Reference Price,Summer,Queensland,02:30:00,Weekend,49.45991803
No,Electricity Demand,Summer,Queensland,03:00:00,Weekend,5619.521393
No,Regional Reference Price,Summer,Queensland,03:00:00,Weekend,48.51647541
No,Electricity Demand,Summer,Queensland,03:30:00,Weekend,5591.267705
No,Regional Reference Price,Summer,Queensland,03:30:00,Weekend,48.05811475
No,Electricity Demand,Summer,Queensland,04:00:00,Weekend,5569.08959
No,Regional Reference Price,Summer,Queensland,04:00:00,Weekend,47.19598361
No,Electricity Demand,Summer,Queensland,04:30:00,Weekend,5574.275082
No,Regional Reference Price,Summer,Queensland,04:30:00,Weekend,48.72377049
No,Electricity Demand,Summer,Queensland,05:00:00,Weekend,5569.111639
No,Regional Reference Price,Summer,Queensland,05:00:00,Weekend,47.12106557
No,Electricity Demand,Summer,Queensland,05:30:00,Weekend,5591.097049
No,Regional Reference Price,Summer,Queensland,05:30:00,Weekend,47.10245902
No,Electricity Demand,Summer,Queensland,06:00:00,Weekend,5590.390246
No,Regional Reference Price,Summer,Queensland,06:00:00,Weekend,44.99409836
No,Electricity Demand,Summer,Queensland,06:30:00,Weekend,5653.205902
No,Regional Reference Price,Summer,Queensland,06:30:00,Weekend,46.87032787
No,Electricity Demand,Summer,Queensland,07:00:00,Weekend,5728.898689
No,Regional Reference Price,Summer,Queensland,07:00:00,Weekend,66.73311475
No,Electricity Demand,Summer,Queensland,07:30:00,Weekend,5867.432705
No,Regional Reference Price,Summer,Queensland,07:30:00,Weekend,48.5497541
No,Electricity Demand,Summer,Queensland,08:00:00,Weekend,5922.160492
No,Regional Reference Price,Summer,Queensland,08:00:00,Weekend,48.44991803
No,Electricity Demand,Summer,Queensland,08:30:00,Weekend,6040.623689
No,Regional Reference Price,Summer,Queensland,08:30:00,Weekend,53.09204918
No,Electricity Demand,Summer,Queensland,09:00:00,Weekend,6127.755656
No,Regional Reference Price,Summer,Queensland,09:00:00,Weekend,55.93098361
No,Electricity Demand,Summer,Queensland,09:30:00,Weekend,6199.321639
No,Regional Reference Price,Summer,Queensland,09:30:00,Weekend,59.58934426
No,Electricity Demand,Summer,Queensland,10:00:00,Weekend,6238.38377
No,Regional Reference Price,Summer,Queensland,10:00:00,Weekend,57.54483607
No,Electricity Demand,Summer,Queensland,10:30:00,Weekend,6285.378361
No,Regional Reference Price,Summer,Queensland,10:30:00,Weekend,61.41934426
No,Electricity Demand,Summer,Queensland,11:00:00,Weekend,6324.739508
No,Regional Reference Price,Summer,Queensland,11:00:00,Weekend,69.13983607
No,Electricity Demand,Summer,Queensland,11:30:00,Weekend,6367.241148
No,Regional Reference Price,Summer,Queensland,11:30:00,Weekend,69.23204918
No,Electricity Demand,Summer,Queensland,12:00:00,Weekend,6439.267705
